"V1","comment_text","Rhetoric","Main targeted group","Secondary targeted group","Pejorative framing of communism","Vulgar language","word_count"
"SZ","Hynek Rieger on jediný je dobrý na prezidenta","Supportive speech","Candidate - Babiš","Not targeting",FALSE,FALSE,8
"SZ","Adam Furik víte co můžete a prasknete v steku","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,9
"SZ","Eva Čonková to jsou opravdu vase argumenty?? V cem by byl dustojnym reprezentantem naseho statu negramotny, nas jazyk neznajici slovensky agent STB??a prpsim vas vite co znamena veta ""budte konkretni""?? Zvladate delsi text, nerad bych vas zahltil?? Nejak nechaou vase realne duvody??","Trolling","Fellow commenters","Candidate - Babiš",FALSE,FALSE,42
"SZ","Petr Novotny no ví jste moc chytrý","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,7
"SZ","Eva Čonková jojo","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,3
"SZ","Eva Čonková Vy jste se asi 💩💩💩💩💩","Hateful speech","Fellow commenters","Not targeting",FALSE,TRUE,7
"SZ","Eva Čonková souhlas a je třeba začít trestat i ten hnojomet tady","Hateful speech","Other political subjects","Not targeting",FALSE,TRUE,12
"SZ","Jaroslav Roškot nejdřív Fialu a Pekarovu první ty se bojí aby p. Babiš nevyhrál volby","Trolling","Other political subjects","Not targeting",FALSE,FALSE,15
"SZ","Eva Čonková dobrej prezident? Co krade ,ponižuje lidi, vydírá podnikatele🙉 je to starej Stbak","Hateful speech","Candidate - Babiš","Not targeting",TRUE,TRUE,14
"SZ","Zuzana Klotzová mrdko a že Fiala krade a dává na Ukrajinu to ti nevadí víš co můžeš p. Babišovi","Hateful speech","Fellow commenters","Other political subjects",FALSE,TRUE,19
"SZ","Eva Čonková paní Čonková, za prvé jsme si nepotkaly a za druhé už je mi vše jasné z vašeho prvního slova. Přeji vám krásný den. ☀️","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,26
"SZ","Eva Čonková  že jste oba raději nezůstali na Slovensku…. Tam ale by už dávno seděl…","Trolling","Fellow commenters","Candidate - Babiš",FALSE,FALSE,15
"SZ","Alena Koňasová jdi do hajzlu mrdko","Hateful speech","Fellow commenters","Not targeting",FALSE,TRUE,6
"SZ","Eva Čonková můžu poprosit o překlad 🙂","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,7
"SZ","Nemůžete po někom, kdo sotva zvládne psát, aby dával logické argumenty 😃","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,12
"SZ","Jaroslav Roškot tím myslíte koho?","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,5
"SZ","Hynek Rieger nikdo mě neplatí  nejsou to nesmysly lidé volají po Babišovi","Supportive speech","Candidate - Babiš","Not targeting",FALSE,FALSE,12
"SZ","Eva Čonková ne, lide volaji po slusnosti a moralce a to se se jmenem babis neslucuje, jelikoz on ani jednu z tech vlastnosti nema .... o tom, ze je neschopnej nas presvedcilo deset let jeho vlady a obri inflace za kterou muze!!! To ze mate stockholmsky syndrom znamena, ze si mate zajit psychiatrovi a ne k volbam,  na ty ocividne nemate dostatecnou inteligenci pokud ho chcete dobrovolne volit","Hateful speech","Candidate - Babiš","Fellow commenters",FALSE,FALSE,68
"SZ","Vojtěch Malman Divák myslím ty, co tu špiní Babiše a jeho rodinu, jasné","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,13
"SZ","Hynek Rieger buzersnte já nemám s,ndrom podívej se na sebe a víš co můžeš p. Babišovi jdi do hajzlu Fiala zmrd tohle všechno udělal bodů utrpení ukrajinský šmejdy a ty to samé jste verbese skurveny","Hateful speech","Other political subjects","Marginalized groups",FALSE,TRUE,35
"SZ","Adam Furik víte co jděte do hajzlu","Hateful speech","Fellow commenters","Not targeting",FALSE,TRUE,7
"SZ","Alena Koňasová ty jdi do pí...či mrdko bojíte se Babiše vy zmrdi","Hateful speech","Fellow commenters","Not targeting",FALSE,TRUE,12
"SZ","Vojtěch Malman Divák jestli chcete tak vás bloknu a půjdete také do hajzlu","Constructive engagement","Fellow commenters","Not targeting",FALSE,TRUE,13
"SZ","Eva Čonková To mě teda strašně raní 😃 Ale možná by bylo fajn, kdybyste si po sobě četla věci, protože ten komentář fakt nedával smysl a doteď nevím, co jste Adamovi chtěla říct 😃","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,34
"SZ","Jaroslav Roškot Takže chcete trestat lidi za jejich názory? Potírat svobodu slova, to je parádní nápad 🙂","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,17
"SZ","Tak to tady asi nikdo nečekal. :D Respektuji rozhodnutí soudu.","Supportive speech","Other","Not targeting",FALSE,FALSE,10
"SZ","To je spravedlnost? Nebát se a krást...","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,7
"SZ","Karel Cholek ,důkaz by nebyl.","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,5
"SZ","Jan Zastrčil ...nebyl.","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,3
"SZ","havloidům*kám viditelně teče do bot","Hateful speech","Other","Not targeting",FALSE,FALSE,5
"SZ","Miluška Dubnová důkazů je dost, odvolací soud si  poradí...","Supportive speech","Other","Not targeting",FALSE,FALSE,9
"SZ","Nic jiného jsme nečekali 👏👏👏Pan Babiš nic neukradl 👍❤️🌞","Supportive speech","Candidate - Babiš","Not targeting",FALSE,FALSE,9
"SZ","😆👍","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,1
"SZ","Jsme pred rokem 1989!!!!!!","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,4
"SZ","Jiri Poner Ale di...","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,4
"SZ","Jiri Poner zmen prasky nebo doktora :D","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,7
"SZ","To muselo být drahý.... Taková změna oproti pátku","Trolling","Candidate - Babiš","Not targeting",FALSE,FALSE,8
"SZ","Martin Šeba zřejmě se soudco dobře vysralo 🤔","Trolling","Other","Not targeting",FALSE,TRUE,8
"SZ","Samozřejmě jsem chtěl napsat vyspalo, že? Blbá autokorekce 🤔😂","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,9
"SZ","Jan Šimek záleží kolik Bureš vysral a objevilo se to u soudce v záchodě, ale podle výsledku to musela byt pekna hromada 😂","Trolling","Candidate - Babiš","Other",TRUE,TRUE,23
"SZ","havloidům*kám viditelně teče do bot","Hateful speech","Other","Not targeting",FALSE,FALSE,5
"SZ","Mike Sirbu havloidům*kám viditelně teče do bot","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,7
"SZ","Tom Lebr stále jste tady pani Michaele Mazalkové nevysvětlil váš trapný název,,havloid ""","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,13
"SZ","Martin Šeba těch deset mega prostě nebude pokuta ale úplatek. A to se vyplatí. Jsem dost na.. rozzlobená 😡","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,19
"SZ","Martin Šeba Stále dokola,nestálo to nic,prostě se s tím smiřte,nic mu neprokázali a chtěli hodně chtěli.Co budete tahat teď?Posloucháte moc televizi,bez názoru že????😉😁","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,23
"SZ","Kolik asi tak dostal pan soudce 🤑💸💰💵","Trolling","Other","Not targeting",FALSE,FALSE,7
"SZ","Trochu draha komedie. Příště půjdu radši do  divadla!","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,8
"SZ","Tak to nebudou  mít Tetuše a jenerál Pávek radost 😁👍👍","Trolling","Candidate - Nerudová","Candidate - Pavel",FALSE,FALSE,10
"SZ","????","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,1
"SZ","To je ale náhodička, že zrovna takhle před volbama..","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,9
"SZ","Michaela Jungová to opravdu nikdo ale nikdo nečekal🫣😂je mi na bliti🤢","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,11
"SZ","Hanička Kadlecová to mně taky... No pocitej s tim, ze lidi ho na ten hrad poslou 🤮🤮🤮","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,17
"SZ","Michaela Jungová obávám se toho","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,5
"SZ","A čekal někdo,že to dopadne nějak jinak?🤦🤢","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,7
"SZ","Jiřík Čado kdybych si vsadila tak vyhraju 😂","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,8
"SZ","Mě to nepřekvapuje, to říkám od začátku, že i když všichni ví, že to udělal tak prostě tohle se moc dokázat nedá stejně jako většina špíny po 90tkách 🙂","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,29
"SZ","Tomáš Klabal demodezolat je ten, kdo omezuje a likviduje demokracii cenzurou. Demokracie je pouze jedna. Omezujici demokracie je totalita. Uz ze samotneho nazvu dezolati vyplyva niceni. Kdo bojuje za svobodu slova, nemuze byt demodezolat. Je načase zmenit retoriku. Je to hodne trapne!","Constructive engagement","Fellow commenters","Not targeting",FALSE,TRUE,42
"SZ","Michal Zábranský  přesně , vymakanej podvod, je to neprůstřelné","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,9
"SZ","Tomáš Klabal v tom případě vy asi bude dezolát bolševický. 🤔😂","Trolling","Fellow commenters","Not targeting",TRUE,FALSE,11
"SZ","Ivana Němcová Nějak jste se do toho zamotala.","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,8
"SZ","Michal Zábranský Pouze jednal v mezích zákona.","Supportive speech","Candidate - Babiš","Not targeting",FALSE,FALSE,7
"SZ","Tomáš Klabal a jéje, další údajný flastenec 🤮🤮🤮","Hateful speech","Candidate - Babiš","Not targeting",FALSE,FALSE,8
"SZ","Michal Zábranský Co to je všichni mluv jenom o sobě a jestli výš o nějaké špíně tak to můžeš nahlásit na policii ČR ale ty prostě nemůžeš nic dokázat tak raději mlč.","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,32
"SZ","František Zahradník říká ti něco ruka ruku myje? Kdyby za tohle měl sedět Babiš, tak sedí 3/4 polistopadových velkých podnikatelů 🙂 A já nejsem udavač, udat nepůjdu ani největšího nepřítele 😉","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,31
"SZ","Michal Zábranský Tak o tom nepiš.","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,6
"SZ","František Zahradník Já si můžu psát o čem chci, to že se to dotýká tvého vůdce ke kterému se modlíš mě opravdu netrápí, můžeš to konzultovat ve tvé oblíbeného hospůdce 4. cenové.","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,32
"SZ","Michal Zábranský Delal jen to, co všichni velkopodnikatelé. Museli by zavřít všechny. Těm co stojí za pětichrchlem vadí, že nemá holý zadek jako ti současní vládnoucí kašpaři,  takže mu nemají co nabídnout.  To je jediný důvod proč se jej snaží zbavit.","Hateful speech","Other political subjects","Other",FALSE,FALSE,41
"SZ","Michal Zábranský ty se zavírají kvůli energiím, tak leda do Alcronu 😂","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,12
"SZ","Kolik pak ho to asi stálo estábaka zasranýho. Tenhle soudce by měl jít od válu.","Hateful speech","Candidate - Babiš","Not targeting",TRUE,TRUE,15
"SZ","Míra Novák to ani nemuselo být za peníze, pokud má soudce rodinu, stačí jen naznačit, podívejme se na praktiky stb nebo kgb .... a pak je tu ten fakt, že kdyby za těch 50M dostal jen podmínku, bude to jasný signál pro podobné ""podnikatele"", že jim v podstatě nic nehrozí i když si takto roztomile přikradou. Proto ho museli osvobodit.","Irrelevant","Not targeting","Not targeting",TRUE,FALSE,60
"SZ","Oto Bernad Přesně tak, nezávidím mu tohle rozhodnutí, ale dovedu si představit pod jakým i osobním tlakem byl.","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,18
"SZ","Míra Novák moc hezky jste to napsal","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,7
"SZ","Míra Novák myslím, že by jsi měl krotit své výroky, když ne na úroveň demokratického uznání názoru osob, tak alespoň na kultivovaný a gramaticky přijatelný projev, děkuji.","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,27
"SZ","Zuzana Drahotínská Myslím, že to řekl ještě velmi mírně… A netuším, co myslíte gramaticky přijatelným projevem. Pokud máte na mysli chyby, tak tomu se ovšem říká pravopis, a to je podstatný rozdíl. A v tom případě byste si měla zamést napřed před vlastním prahem a opravit hrubku…","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,47
"SZ","Zuzana Drahotínská pravda bolí. Jestli podporujete toho šmejda, tak je mi vás líto. Vám se asi líbili lockdowny a náhubky.","Hateful speech","Candidate - Babiš","Not targeting",FALSE,TRUE,20
"SZ","Míra Novák mne se prvně nelíbí Tvůj nedemokratický a agresivní projev. A nejen tento, ale obecně jak se často vyjadřuješ. Každý přece má právo na vlastní názor a není nutné nadávat všem a být sprostý, pokud jejich názor není totožný s Tvým.","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,42
"SZ","havloidům*kám viditelně teče do bot","Hateful speech","Other","Not targeting",FALSE,FALSE,5
"SZ","Neuveritelna ztrata casu vsech novinaru, kteri nepsali a netocili o nicem jinym poslednich... Kolik uz je to vlastne let? Ztrata casu vsech Chvilkaru s jejich chimerama o Benesovy, ktera Babisovi prece mela pomoct...  Neustaly marny rejpani se v kauze, ktera dokazala jediny.  Kdyz mas dost prachu, zakon se te tady netyka. S nasima deravejma zakonama neni pro zadnyho gaunera problem tim systemem proplout.  To bychom meli resit.  Moralni stav naseho statu, v kterym tretina lidi tohle voli jako svou reprezentaci, asi radsi bez komentare.","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,84
"SZ","Ally Bealková Souhlasím, nedokážu pochopit jak mu to mohlo projít, úplně to zahubilo mé poslední zbytky důvěry v naší justici. Jak má stát, nebo justice očekávat, že obyčejný občan bude věřit soudům.","Constructive engagement","Other","Not targeting",FALSE,FALSE,32
"SZ","Ally Bealková Tak ono to ještě neskončilo. Nebo máte jiné info?","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,11
"SZ","Jiří Kubín Babiš rozsudek přivítal. „Nevinen! Jsem velmi rád, že máme nezávislou justici a soud potvrdil, co jsem od začátku tvrdil. Že jsem nevinný a nic nezákonného jsem neudělal,“ uvedl Babiš pro ČTK.  Tohle ma nejaky pokracovani?","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,37
"SZ","Ally Bealková Snad jen to, že rozsudek není pravomocný mám dojem?","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,11
"SZ","Kdo by se proti tomu odvolaval, jaky novy dukazy by asi tak prinesl...","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,13
"SZ","Ally Bealková To v této fázi není potřeba.","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,8
"SZ","Ally Bealková To je pravda. Máš hodně peněz...tak je z toho maximálne pokuta a podmínka. A jedeš dál.","Trolling","Other","Candidate - Babiš",FALSE,FALSE,18
"SZ","Proc se odvolavat proti rozsudku, kdyz nemam zadny prostredky, jak ho zmenit?  Mozna mate pravdu, ja to nepopiram.  Jen bych si uz fakt prala, aby nase republika zacala konecne řešit neco jinyho nez ukradeny dotace, baraky ve Francii a syna na Ukrajine jednoho psychopatickyho grazla, co ma kvuli nasemu deravymu systemu moznost coby obzalovanej kandidovat na prezidenta. Co si kvuli nasemu podelanymu systemu koupil media, prestoze byl ve vlade. Co si kvuli nasemu podelanymu systemu nakrad celej ten svuj podnik, a nikdo mu to neni schopnej dokazat.  Vzpominate, jaky bylo pred 5 lety halo kolem zprav OLAF? Demonstrace, tlak v mediich, kdo to vydal moc brzo, kdo moc pozde, kdo moc malo. Kdo to dal na titulku, kdo ne... Novinari, co si na Babisovi udelali v soucasnosti karieru - Šafr, Slonkova... A ceho docilili? Niceho. Krade se dal, napred penize, evropsky, cesky, a nakonec mozna i Hrad.  Neustaly reseni jednoho kretena, jako by nic jinyho neexistovalo. Na jeho hejtry a podporovatele snad čumí Babis i rano z toalety. A zastavit ho neni schopnej nikdo.  Osobne si preju jen, at uz muzem resit neco jinyho.  Jakykoliv dalsi prutahy v tyhle kauze jsou jen nikam nevedouci kroky, vysavajici energii z nas vsech.","Hateful speech","Candidate - Babiš","Not targeting",FALSE,TRUE,200
"SZ","Ally Bealková vycházíte z naprosto mylného předpokladu o nějakých děravých zákonech.👎","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,11
"SZ","Ally Bealková Kňůůů... Kdybyste měla alespoň páru o té obžalobě. Obžaloba byla dlouhá skutkovou větou asi jako přestupek v dopravě a hlavní podstata věci byla, že Agrofet měl ještě jednu zapomenutou farmu s poníky, která udajně ""konkurovala"" Čapímu hnízdu, a to bylo v rozporu s čerpaním dotace dle zmatených podmínek EU v té době. 🤣🤣🤣🤣 ne nedělam si prdel....S tim do toho šli a 5tidemoliční vydlabaný fanoušcci se nechali opít rohlíkem.","Hateful speech","Other political subjects","Not targeting",FALSE,TRUE,71
"SZ","Helena Juzova A to vis, ze jo, trolliku.","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,8
"SZ","Ally Bealková Taky budete teď volit nevinného Babiše bojujíciho za pravdu?..Nebo budete pádlovat dál na širé moře v kánoji protože jste odpadlovla 10 km v minulých volbach a věříte, že pevnina přijde brzo?","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,33
"SZ","Marek Prchal  Máro, vyser se uz na to, a zakladej ty fake profily aspon trochu verohodny.","Trolling","Fellow commenters","Not targeting",FALSE,TRUE,16
"SZ","Převrácený svět. Zloději opět mají zelenou. Obdivuji mladé lidi. Nebyl bych tady ani vteřinu. V bordelu. Jj peníze vládnou světem.","Hateful speech","Other","Not targeting",FALSE,FALSE,20
"SZ","Jan Dittrich  Nejhorší  je, že většině mladým je to jedno. 😢","Trolling","Other","Not targeting",FALSE,FALSE,11
"SZ","Vlasta Marková to rozhodně není.. to kdo umožnil těmhle mafiánům vyrůst byli ti před námi :) my mladí se o politiku staráme a troufám si říct že si i o dost více kontrolujeme komu dáváme důvěru","Constructive engagement","Other","Not targeting",FALSE,FALSE,36
"SZ","Honza Dvoři Dvořák Tak jen houšť, to bych měla radost 👍","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,11
"SZ","Jan Dittrich máte pravdu,","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,4
"SZ","havloidům*kám viditelně teče do bot","Hateful speech","Other","Not targeting",FALSE,FALSE,5
"SZ","👏👏👏","Supportive speech","Candidate - Babiš","Not targeting",FALSE,FALSE,1
"SZ","Jiří Martinek Česko není právní stát","Trolling","Other","Not targeting",FALSE,FALSE,6
"SZ","Fraška","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,1
"SZ","🤡🤡🤡🤡🤡🤡🤡🤡🤣🤣🤣🤣🤣","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,1
"SZ","Všichni jsme si v ""právním státě"" rovni, jen zloději politici a špíny rovnější!!!!","Hateful speech","Other","Not targeting",FALSE,TRUE,13
"SZ","Petr Bradáč Od špíny jako vy se dal podobný komentář čekat.Jenom rozsudek vinen je podle vás správný, stejně jako situace s Bečvou ap.","Hateful speech","Fellow commenters","Not targeting",FALSE,TRUE,23
"SZ","Hana Nováková A sebe už jste dnes v zrcadle viděla? Když už píšete o té špíně...","Hateful speech","Fellow commenters","Not targeting",FALSE,FALSE,16
"SZ","Hana Nováková ty smrdíš nejen špínou, ale hlavně tupostí kobliho! Zajeď si do Rožnova, jestli tě z ústavu pustí, tam ti poví, kdo otrávil Bečvu!","Hateful speech","Fellow commenters","Not targeting",FALSE,TRUE,25
"SZ","Hana Nováková jsi kobliha zmanipulovaná chudinka co věří lžím stebáckého hovada Bureše stejně i smýšlíte nikdy se tenhle gauner nestane prezidentem i kdyby mu z té jeho prdele čučely vaše kotníky","Hateful speech","Fellow commenters","Candidate - Babiš",TRUE,TRUE,31
"SZ","havloidům*kám viditelně teče do bot","Hateful speech","Other","Not targeting",FALSE,FALSE,5
"SZ","Tom Lebr blbe","Hateful speech","Fellow commenters","Not targeting",FALSE,FALSE,3
"SZ","Tom Lebr už ti asi hrabe co?","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,7
"SZ","Se Antibabisove v lepsim pripade zeserou 🤣🤣🤡🍿","Trolling","Other","Not targeting",FALSE,TRUE,7
"SZ","Adam Roušal hele zatim dobry, bobek pevnej 🤷‍♂️","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,8
"SZ","Petr Zidek hrozna komedie🤣🍿 myslim tim celou politickou scenu🤡","Trolling","Other political subjects","Not targeting",FALSE,FALSE,9
"SZ","Adam Roušal tak to kazdopadne, z blata do louze a zpet.","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,11
"SZ","Petr Zidek pulka zkorumpovana druha krade jak muze 🤣 balada","Trolling","Other political subjects","Other",FALSE,FALSE,10
"SZ","Vy mladí proč pořád podporujete ty slepence kdy vám to dojde","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,11
"SZ","Udělalo se mi špatně od žaludku...","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,6
"SZ","Olga Pokorná Zase potvrdil, že všechno se dá koupit. Anebo něčím zastrašit. Mafián má kolem sebe dost podivných úmrtí.","Hateful speech","Candidate - Babiš","Not targeting",FALSE,FALSE,19
"SZ","Nada Hrnčířová nerozumím, mafian má kolem sebe dost podivných úmrtí??????","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,10
"SZ","Jan MarekJan Marek Má, i když podle vyšetřování byl vždy nakonec z obliga. Ale kdo z lidí má kolem sebe takových záhadných úmrtí? Moc a prachy na zametání má. Doporučuji ti si přečíst knihu Boss Babiš od novináře Kmenty.","Hateful speech","Candidate - Babiš","Not targeting",FALSE,FALSE,39
"SZ","Nada Hrnčířová to jsi mi toho moc neřekla, Kmenta, ani náhodou 🤔","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,12
"SZ","Jan Marek tak si věř, čemu chceš. Víc ti říct nemohu. Já mu u těch svinstvech  neasistovala. To,  že to je šmejd a mafián je nezpochybnitelný. Už to, jakým způsobem získával některé podniky napr. Kostelecké uzeniny nebo pozemky. I v TV. Na vlastní oči, byl rozhovor se zemědělcem, kterému B. vyhrožoval, nakonec mu pole před sklizní, nechal polít kyselinou, když mu je nechtěl prodat. To bylo ještě před tím, než vstoupil do politiky. Atd atd. Už se nebudu k tomu dál vyjadřovat. Kdo chce, ten si to zjistí...","Hateful speech","Candidate - Babiš","Not targeting",FALSE,TRUE,88
"SZ","Na druhou stranu je to rána pro všechny ty, kteří doteď plakali, jaký je to politický proces 😁","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,18
"SZ","Soudce měl o víkendu asi milou návštěvu.  🤮🤮🤮","Trolling","Other","Candidate - Babiš",FALSE,FALSE,8
"SZ","Jdu zvracet. Doufám, že takový bezpáteřní odporný podvodník a lhář nebude zvolen. A jestli ano, ztratím navždy víru v inteligenci našeho národa.","Hateful speech","Candidate - Babiš","Not targeting",FALSE,FALSE,22
"SZ","Veronika Hrnčířová Vicková pokud vyhraje, stěhujeme se do Rakouska 😁🙈","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,10
"SZ","Marcela Zalužanská  A já ho jdu volit.  Už se stěhuje tě 🤣🤣","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,12
"SZ","Marcela Zalužanská A to mě zas jen tak někdo nevyžene. Mám ten náš malý rybník ráda. Navíc pro rakušany jsme stále jen národ čeledínů a služek.","Trolling","Other","Not targeting",FALSE,FALSE,26
"SZ","Veronika Hrnčířová Vicková já bych tam dělala sama na sebe a užívala si krásné přírody v Alpách na motu ❤️","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,20
"SZ","Marcela Zalužanská Je mi to jasné.  V tom případě bych raději do Itálie. 🥰","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,14
"SZ","Veronika Hrnčířová Vicková když já tu mám vnoučka, tak nemůžu tak daleko 😏❤️","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,13
"SZ","Veronika Hrnčířová Vicková je to hodně smutný, ale očekávaný. Taky doufám, že to nevyhraje. Stejně jako Pávek nebo Nerudova. Jedná je podvodnice s titulama a dve podztasky komunistického režimu...","Hateful speech","Candidate - Nerudová","Candidate - Pavel",TRUE,FALSE,29
"SZ","Jirka Kalcovský Komu to hodíš ty?","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,6
"SZ","Veronika Hrnčířová Vicková zatím nevím... V prvním kole jsem vyřadil Babiše, Pavla, Nerudovou a Stredulu... Další kolo bude zítra... Co ty?","Constructive engagement","Fellow commenters","Not targeting",FALSE,FALSE,21
"SZ","Jirka Kalcovský Pavla. Já vím, Pávek. Ale kolik mu bylo let? A kolik let uplynulo od té doby? A kolik dobrých činů vykonal? Postavil se k tomu čelem, nezapíral, jako ukvičený Bureš. Dám tomu šanci.","Supportive speech","Candidate - Pavel","Not targeting",TRUE,FALSE,35
"SZ","Jirka Kalcovský A propo, myslím, že Bašta to složí taky. Peníze nesmrdí, jako nesmrděly Středulovi.","Trolling","Candidate - Bašta","Candidate - Středula",FALSE,FALSE,15
"SZ","Ally Bealková Souhlasím, nedokážu pochopit jak mu to mohlo projít, úplně to zahubilo mé poslední zbytky důvěry v naší justici. Jak má stát, nebo justice očekávat, že obyčejný občan bude věřit soudům.","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,32
"SZ","Takže se muze krást, marit vyšetřování unášet děti na krym atd atd...tento soud ukázal pokrivenou pater české justice","Hateful speech","Candidate - Babiš","Other",FALSE,FALSE,18
"SZ","Já tomu nerozumím, ten debil tam 15 minut čte co přesně udělali, jaké toky peněz kde jak a kam tekly. Jak vypraly peníze který si půjčily atd atd... A pak řekne stoto není trestní čin. 😂😂😂😂 Tpc tak co to je.... Státní zástupce by se měl vyšetřit pro nezaujatost... Na toky peněz k státnímu zástupci...","Constructive engagement","Other","Not targeting",FALSE,TRUE,55
"SZ","omluvičky budou taky?","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,3
"SZ","Ondřej Vrabec nebudou, raději budou tvrdit,že je vše podvod , všichni budou podplacený a jiné vzteklé výlevy 😂","Trolling","Other","Not targeting",FALSE,FALSE,18
"SZ","Ondřej Vrabec si se zbláznil, přiznat pravdu, že celou tu dobu o tom věděli","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,14
"SZ","Ondřej Vrabec Myslíš jako za nařčení ze zaujetí soudce, podplácení justice a stesky na načasování? Obávám se, že toho se od Bureše nedočkáme ;-) Protože co si budeme povídat, tohle je pro něj zrovna v tenhle okamžik dost výhra 8-)","Trolling","Candidate - Babiš","Not targeting",TRUE,FALSE,40
"SZ","👍👍👍","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,1
"SZ","Však to bylo jasný ne? To jen 5ti slepenec si přál něco jiného, teď bych chtěl vidět ty jejich ksichty a taky až se pan Andrej Babiš  stane prezidentem, to bude kviceni 😅🤣","Trolling","Other political subjects","Not targeting",FALSE,TRUE,33
"SZ","Všem antibabisum bych rad nechal zahrát písničku “Máš svůj svět..a ten se ti hroutí… “  https://m.youtube.com/watch?v=9c960emVEuY","Trolling","Fellow commenters","Not targeting",FALSE,FALSE,16
"SZ","Naprostá diskreditace českého soudnictví.","Constructive engagement","Other","Not targeting",FALSE,FALSE,4
"SZ","K čemu to divadlo teda bylo?","Irrelevant","Not targeting","Not targeting",FALSE,FALSE,6
"SZ","Největší debilitou je ,že vůbec nějaké dotace jsou.","Trolling","Organizations","Not targeting",FALSE,TRUE,8
"SZ","Petr Jirásek přesně","Supportive speech","Fellow commenters","Not targeting",FALSE,FALSE,3
